age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;y
33;0.0;1.0;6.0;2.0;0.0;0;9;2;2;5.8625;0;1;-1.1;94.199;-37.5;1
30;7.0;2.0;2.0;2.0;0.0;0;3;4;3;5.8625;0;1;1.4;93.918;-42.7;0
54;0.0;1.0;3.0;0.0;0.0;1;6;4;2;5.8625;0;1;1.1;93.994;-36.4;0
47;0.0;1.0;2.0;0.0;0.0;0;7;2;1;5.8625;0;1;-0.1;93.2;-42.0;0
32;9.0;2.0;6.0;2.0;0.0;0;7;4;1;5.8625;0;1;-0.1;93.2;-42.0;0
32;1.0;1.0;2.0;2.0;0.0;0;6;0;2;5.8625;0;1;-1.8;92.893;-46.2;0
38;6.0;1.0;2.0;2.0;0.0;1;6;4;1;5.8625;2;0;-1.8;92.893;-46.2;0
38;9.0;2.0;3.0;0.0;0.0;0;1;4;2;5.8625;0;1;1.4;93.444;-36.1;0
38;0.0;1.0;6.0;2.0;0.0;0;1;2;10;5.8625;0;1;1.4;93.444;-36.1;0
53;1.0;1.0;3.0;2.0;0.0;0;3;3;7;5.8625;0;1;1.4;93.918;-42.7;0
26;10.0;2.0;2.0;2.0;0.0;1;6;3;3;5.8625;0;1;1.1;93.994;-36.4;0
27;1.0;1.0;2.0;2.0;0.0;1;6;3;2;5.8625;0;1;1.1;93.994;-36.4;0
38;0.0;2.0;6.0;0.0;0.0;0;4;3;1;5.8625;0;1;-2.9;92.963;-40.8;0
41;7.0;1.0;3.0;2.0;0.0;1;6;1;2;5.8625;0;1;1.1;93.994;-36.4;1
39;6.0;0.0;3.0;0.0;0.0;0;9;3;1;3.0;1;2;-3.4;92.379;-29.8;1
48;0.0;0.0;3.0;0.0;0.0;1;3;1;2;5.8625;0;1;1.4;93.918;-42.7;0
32;1.0;1.0;1.0;2.0;0.0;1;4;0;6;5.8625;0;1;1.4;94.465;-41.8;0
35;1.0;1.0;1.0;0.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
51;1.0;1.0;2.0;2.0;0.0;0;1;3;1;5.8625;0;1;1.4;93.444;-36.1;0
35;0.0;2.0;6.0;2.0;0.0;0;6;1;5;5.8625;0;1;-1.8;92.893;-46.2;0
60;1.0;1.0;0.0;2.0;0.0;0;0;1;4;5.8625;0;1;-1.8;93.075;-47.1;0
28;0.0;2.0;6.0;0.0;2.0;0;3;0;2;5.8625;0;1;1.4;93.918;-42.7;0
52;4.0;1.0;3.0;2.0;2.0;0;1;3;1;10.0;4;0;-2.9;92.201;-31.4;1
35;1.0;1.0;2.0;0.0;0.0;1;4;3;2;5.8625;0;1;1.4;94.465;-41.8;0
27;0.0;2.0;6.0;0.0;0.0;0;6;3;1;3.0;1;2;-1.8;92.893;-46.2;0
34;9.0;1.0;3.0;0.0;0.0;0;3;2;1;5.8625;0;1;1.4;93.918;-42.7;0
36;1.0;1.0;0.0;0.0;2.0;0;7;4;1;5.8625;0;1;-0.1;93.2;-42.0;0
28;1.0;1.0;2.0;0.0;0.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
32;0.0;1.0;6.0;2.0;2.0;1;6;1;1;5.8625;0;1;1.1;93.994;-36.4;0
49;1.0;0.0;1.0;0.0;0.0;0;3;1;3;5.8625;0;1;1.4;93.918;-42.7;1
55;0.0;1.0;2.0;2.0;2.0;0;7;2;2;5.8625;0;1;-0.1;93.2;-42.0;0
50;9.0;1.0;3.0;2.0;0.0;0;2;1;1;5.8625;1;0;-3.0;92.713;-33.0;1
37;0.0;2.0;6.0;0.0;0.0;0;6;4;4;5.8625;0;1;-1.8;92.893;-46.2;0
35;1.0;0.0;2.0;2.0;0.0;1;4;1;3;5.8625;0;1;1.4;94.465;-41.8;0
58;0.0;1.0;2.0;2.0;0.0;0;2;2;1;5.8625;1;0;-3.0;92.713;-33.0;1
32;2.0;1.0;6.0;0.0;0.0;0;1;1;5;5.8625;0;1;1.4;93.444;-36.1;0
35;5.0;2.0;2.0;2.0;2.0;1;6;1;1;5.8625;0;1;1.1;93.994;-36.4;0
35;9.0;2.0;5.0;2.0;0.0;0;6;1;4;5.8625;0;1;-1.8;92.893;-46.2;0
26;0.0;2.0;3.0;0.0;0.0;0;6;2;3;5.8625;0;1;-1.8;92.893;-46.2;0
47;1.0;1.0;5.0;2.0;0.0;0;0;3;4;5.8625;1;0;-1.8;93.075;-47.1;0
29;1.0;2.0;2.0;0.0;0.0;0;6;4;1;5.8625;0;1;-1.8;92.893;-46.2;0
37;2.0;2.0;2.0;2.0;0.0;0;6;3;1;2.0;1;2;-1.8;92.893;-46.2;0
32;9.0;2.0;3.0;0.0;0.0;1;3;4;11;5.8625;0;1;1.4;93.918;-42.7;0
46;7.0;1.0;3.0;2.0;0.0;0;3;1;2;5.8625;0;1;1.4;93.918;-42.7;0
36;7.0;1.0;3.0;0.0;2.0;1;6;4;5;5.8625;0;1;1.1;93.994;-36.4;0
35;0.0;1.0;6.0;0.0;0.0;0;4;2;4;5.8625;0;1;-2.9;92.963;-40.8;1
31;6.0;1.0;6.0;2.0;0.0;0;3;3;2;5.8625;0;1;1.4;93.918;-42.7;0
29;0.0;2.0;6.0;0.0;0.0;0;1;1;2;5.8625;0;1;1.4;93.444;-36.1;1
46;3.0;1.0;0.0;0.0;0.0;0;3;0;2;5.8625;0;1;1.4;93.918;-42.7;0
85;3.0;0.0;0.0;2.0;0.0;1;8;0;2;5.8625;0;1;-3.4;92.431;-26.9;0
29;9.0;2.0;2.0;0.0;0.0;0;6;2;1;5.8625;0;1;-1.8;92.893;-46.2;0
31;4.0;2.0;6.0;2.0;0.0;0;6;2;2;5.8625;0;1;-1.8;92.893;-46.2;0
34;1.0;1.0;0.0;2.0;0.0;0;3;2;1;5.8625;0;1;1.4;93.918;-42.7;0
29;9.0;2.0;5.0;2.0;2.0;0;7;0;1;5.8625;0;1;-0.1;93.2;-42.0;0
46;0.0;2.0;6.0;2.0;2.0;0;3;3;7;5.8625;0;1;1.4;93.918;-42.7;0
29;1.0;0.0;3.0;0.0;0.0;0;6;0;1;5.8625;0;1;-1.8;92.893;-46.2;1
54;1.0;2.0;0.0;0.0;0.0;1;6;2;3;5.8625;0;1;1.1;93.994;-36.4;0
26;4.0;2.0;6.0;2.0;0.0;0;7;1;5;5.8625;0;1;-1.1;94.767;-50.8;0
27;0.0;1.0;5.0;2.0;0.0;0;6;2;1;5.8625;0;1;-1.8;92.893;-46.2;0
57;4.0;1.0;0.0;2.0;0.0;0;6;0;5;5.8625;1;0;-1.8;92.893;-46.2;0
32;9.0;2.0;6.0;2.0;0.0;0;1;4;5;5.8625;0;1;1.4;93.444;-36.1;0
35;7.0;1.0;3.0;2.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
32;1.0;2.0;3.0;2.0;0.0;0;7;4;2;5.8625;0;1;-0.1;93.2;-42.0;0
59;5.0;1.0;2.0;0.0;0.0;0;3;1;4;5.8625;0;1;1.4;93.918;-42.7;0
29;1.0;1.0;2.0;2.0;0.0;0;6;2;1;5.8625;0;1;-1.8;92.893;-46.2;0
37;0.0;1.0;3.0;0.0;2.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
40;0.0;1.0;3.0;0.0;0.0;1;4;3;5;5.8625;0;1;1.4;94.465;-41.8;0
55;0.0;1.0;5.0;2.0;2.0;0;1;3;1;5.8625;0;1;1.4;93.444;-36.1;0
33;3.0;2.0;6.0;2.0;0.0;0;1;4;3;5.8625;0;1;1.4;93.444;-36.1;0
36;0.0;2.0;3.0;0.0;0.0;0;0;0;3;5.8625;0;1;-1.8;93.075;-47.1;0
59;0.0;1.0;3.0;0.0;0.0;1;4;1;4;5.8625;0;1;1.4;94.465;-41.8;0
34;1.0;2.0;2.0;0.0;0.0;0;6;2;3;5.8625;0;1;-1.8;92.893;-46.2;0
30;6.0;1.0;5.0;0.0;0.0;0;6;3;2;5.8625;1;0;-1.8;92.893;-46.2;0
29;0.0;1.0;3.0;0.0;0.0;0;3;2;7;5.8625;0;1;1.4;93.918;-42.7;0
34;1.0;2.0;2.0;0.0;0.0;0;6;1;2;5.8625;1;0;-1.8;92.893;-46.2;0
47;1.0;2.0;0.0;2.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
41;2.0;1.0;0.0;2.0;0.0;1;3;0;2;5.8625;0;1;1.4;93.918;-42.7;0
30;0.0;2.0;6.0;2.0;0.0;0;4;4;1;5.8625;0;1;-2.9;92.963;-40.8;0
33;0.0;1.0;3.0;2.0;0.0;0;1;3;1;5.8625;0;1;1.4;93.444;-36.1;0
33;10.0;2.0;6.0;0.0;0.0;0;3;3;6;5.8625;0;1;1.4;93.918;-42.7;0
33;7.0;1.0;3.0;2.0;0.0;0;6;0;1;5.8625;1;0;-1.8;92.893;-46.2;0
59;5.0;1.0;0.0;2.0;2.0;0;1;2;1;5.8625;0;1;1.4;93.444;-36.1;0
29;7.0;1.0;2.0;2.0;0.0;1;6;4;3;5.8625;0;1;1.1;93.994;-36.4;0
36;0.0;1.0;3.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
41;0.0;2.0;6.0;2.0;0.0;0;0;0;2;5.8625;0;1;-1.8;93.075;-47.1;0
55;9.0;1.0;2.0;0.0;0.0;1;4;1;1;5.8625;0;1;1.4;94.465;-41.8;0
39;2.0;1.0;5.0;2.0;0.0;0;7;2;2;5.8625;0;1;-0.1;93.2;-42.0;0
48;7.0;1.0;1.0;0.0;0.0;0;3;4;6;5.8625;0;1;1.4;93.918;-42.7;0
56;0.0;1.0;6.0;2.0;0.0;0;3;0;5;5.8625;0;1;1.4;93.918;-42.7;0
63;9.0;1.0;6.0;2.0;0.0;0;1;3;1;5.8625;0;1;-2.9;92.201;-31.4;0
50;6.0;1.0;2.0;0.0;0.0;0;6;2;1;5.8625;0;1;-1.8;92.893;-46.2;0
42;1.0;1.0;1.0;2.0;0.0;1;6;1;3;5.8625;0;1;1.1;93.994;-36.4;0
43;10.0;1.0;6.0;0.0;0.0;1;4;1;1;5.8625;0;1;1.4;94.465;-41.8;0
32;0.0;1.0;6.0;2.0;2.0;0;7;2;1;5.8625;0;1;-0.1;93.2;-42.0;0
28;1.0;2.0;2.0;0.0;0.0;0;0;1;1;5.8625;0;1;-1.8;93.075;-47.1;0
26;1.0;1.0;5.0;2.0;0.0;0;6;2;2;5.8625;0;1;-1.8;92.893;-46.2;0
24;0.0;2.0;3.0;2.0;0.0;0;3;2;1;5.8625;0;1;1.4;93.918;-42.7;0
38;1.0;0.0;6.0;0.0;0.0;1;4;0;1;5.8625;0;1;1.4;94.465;-41.8;0
30;7.0;1.0;3.0;2.0;0.0;0;7;2;1;5.8625;0;1;-0.1;93.2;-42.0;0
29;1.0;2.0;0.0;2.0;0.0;0;6;0;9;5.8625;1;0;-1.8;92.893;-46.2;0
56;4.0;1.0;6.0;0.0;0.0;0;3;3;2;5.8625;0;1;1.4;93.918;-42.7;0
36;1.0;2.0;2.0;2.0;2.0;1;4;2;3;5.8625;0;1;1.4;94.465;-41.8;1
33;0.0;1.0;3.0;2.0;0.0;0;3;3;4;5.8625;0;1;1.4;93.918;-42.7;0
47;7.0;1.0;6.0;0.0;0.0;1;6;4;2;5.8625;0;1;1.1;93.994;-36.4;0
50;3.0;1.0;0.0;0.0;0.0;1;6;1;1;5.8625;0;1;1.1;93.994;-36.4;0
41;7.0;1.0;2.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
54;2.0;0.0;6.0;0.0;2.0;0;0;2;2;5.8625;1;0;-1.8;93.075;-47.1;0
32;1.0;1.0;2.0;2.0;0.0;1;0;0;3;5.8625;0;1;-1.8;93.075;-47.1;0
38;0.0;2.0;6.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
34;4.0;2.0;3.0;2.0;2.0;0;7;4;2;6.0;1;2;-0.1;93.2;-42.0;0
34;1.0;1.0;2.0;0.0;0.0;0;6;3;3;5.8625;0;1;-1.8;92.893;-46.2;0
55;0.0;1.0;6.0;2.0;2.0;0;7;2;3;5.8625;0;1;-0.1;93.2;-42.0;0
31;6.0;1.0;6.0;0.0;0.0;0;1;3;2;5.8625;0;1;1.4;93.444;-36.1;0
43;9.0;1.0;5.0;2.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
59;10.0;1.0;0.0;2.0;0.0;0;3;2;9;5.8625;0;1;1.4;93.918;-42.7;1
53;9.0;1.0;6.0;2.0;0.0;0;0;2;2;5.8625;2;0;-1.8;93.749;-34.6;1
56;10.0;1.0;5.0;0.0;0.0;0;9;0;1;5.8625;2;0;-3.4;92.379;-29.8;0
32;2.0;1.0;2.0;2.0;0.0;1;3;3;1;5.8625;0;1;1.4;93.918;-42.7;0
36;1.0;1.0;2.0;2.0;0.0;0;3;2;3;5.8625;0;1;1.4;93.918;-42.7;0
42;1.0;1.0;2.0;0.0;0.0;1;6;4;5;5.8625;0;1;1.1;93.994;-36.4;0
29;0.0;1.0;6.0;2.0;0.0;0;1;1;2;5.8625;0;1;1.4;93.444;-36.1;0
33;7.0;1.0;3.0;0.0;0.0;0;7;2;6;5.8625;0;1;-0.1;93.2;-42.0;0
56;9.0;1.0;6.0;0.0;0.0;1;4;0;2;5.8625;0;1;1.4;94.465;-41.8;0
31;2.0;0.0;3.0;2.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
34;4.0;1.0;3.0;2.0;0.0;0;7;4;3;5.8625;0;1;-0.1;93.2;-42.0;0
33;1.0;1.0;0.0;2.0;0.0;1;4;0;7;5.8625;0;1;1.4;94.465;-41.8;0
23;3.0;2.0;0.0;0.0;2.0;0;6;2;6;5.8625;0;1;-1.8;92.893;-46.2;0
26;7.0;2.0;3.0;2.0;2.0;1;3;0;3;5.8625;0;1;1.4;93.918;-42.7;0
55;4.0;1.0;6.0;0.0;0.0;0;1;1;6;5.8625;0;1;1.4;93.444;-36.1;0
47;7.0;0.0;0.0;2.0;0.0;1;4;0;6;5.8625;0;1;1.4;94.465;-41.8;0
36;1.0;1.0;5.0;2.0;0.0;1;4;0;5;5.8625;0;1;1.4;94.465;-41.8;0
33;1.0;1.0;1.0;2.0;2.0;1;6;2;2;5.8625;0;1;1.1;93.994;-36.4;0
60;5.0;1.0;0.0;2.0;0.0;1;6;0;2;5.8625;0;1;1.1;93.994;-36.4;0
49;2.0;1.0;6.0;2.0;0.0;1;6;0;2;5.8625;0;1;1.1;93.994;-36.4;0
35;0.0;1.0;3.0;2.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
47;0.0;0.0;3.0;0.0;0.0;0;3;1;1;5.8625;0;1;1.4;93.918;-42.7;0
30;1.0;2.0;2.0;0.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
27;1.0;2.0;2.0;0.0;2.0;1;4;2;2;5.8625;0;1;1.4;94.465;-41.8;0
36;0.0;2.0;3.0;0.0;0.0;0;3;3;1;5.8625;0;1;1.4;93.918;-42.7;0
46;7.0;0.0;3.0;0.0;0.0;0;6;1;3;5.8625;0;1;-1.8;92.893;-46.2;0
30;2.0;0.0;1.0;0.0;2.0;0;6;2;1;5.8625;1;0;-1.8;92.893;-46.2;0
88;5.0;0.0;0.0;2.0;2.0;0;5;4;2;5.8625;0;1;-1.8;92.843;-50.0;0
45;7.0;0.0;3.0;0.0;0.0;1;6;1;12;5.8625;0;1;1.1;93.994;-36.4;0
30;0.0;1.0;6.0;2.0;2.0;0;0;2;6;5.8625;0;1;-1.8;93.075;-47.1;0
43;9.0;2.0;2.0;2.0;0.0;1;4;0;2;5.8625;0;1;1.4;94.465;-41.8;0
48;5.0;1.0;0.0;2.0;2.0;1;3;1;17;5.8625;0;1;1.4;93.918;-42.7;0
56;10.0;0.0;6.0;2.0;0.0;1;6;0;1;5.8625;0;1;1.1;93.994;-36.4;0
42;9.0;2.0;3.0;2.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
30;9.0;2.0;6.0;2.0;2.0;0;3;4;1;5.8625;0;1;1.4;93.918;-42.7;0
56;3.0;0.0;0.0;2.0;0.0;1;4;3;5;5.8625;0;1;1.4;94.465;-41.8;0
35;9.0;1.0;3.0;2.0;0.0;0;1;0;2;5.8625;0;1;1.4;93.444;-36.1;0
39;7.0;2.0;3.0;0.0;0.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
49;10.0;1.0;3.0;2.0;0.0;1;6;1;1;5.8625;0;1;-1.8;92.893;-46.2;0
30;0.0;1.0;6.0;2.0;0.0;0;6;0;2;5.8625;1;0;-1.8;92.893;-46.2;0
39;0.0;1.0;6.0;0.0;0.0;1;4;3;9;5.8625;0;1;1.4;94.465;-41.8;0
32;9.0;2.0;6.0;2.0;0.0;1;3;2;2;5.8625;0;1;1.4;93.918;-42.7;0
59;0.0;0.0;3.0;0.0;2.0;0;3;1;3;5.8625;0;1;1.4;93.918;-42.7;1
38;9.0;1.0;3.0;2.0;0.0;0;1;3;1;5.8625;0;1;1.4;93.444;-36.1;0
49;9.0;1.0;5.0;2.0;0.0;0;3;0;1;5.8625;0;1;1.4;93.918;-42.7;0
28;0.0;1.0;3.0;2.0;0.0;0;3;3;3;5.8625;0;1;1.4;93.918;-42.7;0
39;9.0;1.0;3.0;2.0;0.0;0;6;3;4;3.0;1;2;-1.8;92.893;-46.2;0
37;1.0;1.0;1.0;2.0;0.0;0;8;0;1;5.8625;0;1;-3.4;92.431;-26.9;0
51;7.0;1.0;2.0;2.0;0.0;1;4;0;3;5.8625;0;1;1.4;94.465;-41.8;0
31;1.0;1.0;0.0;0.0;2.0;1;6;0;1;5.8625;0;1;1.1;93.994;-36.4;0
59;9.0;0.0;2.0;2.0;0.0;0;3;4;1;5.8625;0;1;1.4;93.918;-42.7;0
46;0.0;0.0;6.0;2.0;0.0;1;6;3;2;5.8625;0;1;1.1;93.994;-36.4;0
36;1.0;1.0;2.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
28;4.0;2.0;6.0;0.0;0.0;1;4;2;5;5.8625;0;1;1.4;94.465;-41.8;1
31;0.0;1.0;6.0;2.0;0.0;1;6;2;4;5.8625;0;1;1.1;93.994;-36.4;0
26;7.0;2.0;3.0;2.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
36;1.0;2.0;2.0;2.0;0.0;0;3;1;8;5.8625;0;1;1.4;93.918;-42.7;0
50;2.0;1.0;6.0;2.0;0.0;0;7;2;3;5.8625;0;1;-0.1;93.2;-42.0;0
41;10.0;1.0;2.0;2.0;0.0;0;0;1;1;5.8625;0;1;-1.8;93.075;-47.1;0
50;6.0;1.0;5.0;0.0;0.0;0;3;2;7;5.8625;0;1;1.4;93.918;-42.7;0
32;1.0;2.0;3.0;0.0;2.0;0;6;4;3;5.8625;0;1;-1.8;92.893;-46.2;0
56;6.0;1.0;6.0;0.0;0.0;0;0;1;3;5.8625;1;0;-1.8;93.075;-47.1;0
42;0.0;1.0;3.0;2.0;0.0;0;6;3;1;5.8625;0;1;-1.8;92.893;-46.2;0
38;9.0;1.0;5.0;0.0;0.0;1;6;1;2;5.8625;0;1;1.1;93.994;-36.4;0
36;0.0;2.0;6.0;0.0;0.0;1;6;1;5;5.8625;0;1;-1.8;92.893;-46.2;0
45;1.0;1.0;1.0;2.0;0.0;1;4;1;8;5.8625;0;1;1.4;94.465;-41.8;0
52;5.0;1.0;0.0;2.0;0.0;0;3;2;4;5.8625;0;1;1.4;93.918;-42.7;0
55;9.0;1.0;6.0;0.0;0.0;1;4;3;1;5.8625;0;1;1.4;94.465;-41.8;0
38;6.0;2.0;6.0;0.0;0.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
71;5.0;1.0;0.0;2.0;2.0;0;8;3;1;6.0;1;2;-3.4;92.431;-26.9;0
22;7.0;2.0;0.0;0.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
30;0.0;2.0;6.0;0.0;0.0;0;7;0;2;5.8625;0;1;-0.1;93.2;-42.0;1
78;5.0;1.0;3.0;2.0;0.0;0;6;1;2;3.0;2;0;-1.8;92.893;-46.2;0
30;0.0;0.0;6.0;2.0;0.0;0;7;4;1;5.8625;0;1;-0.1;93.2;-42.0;0
51;1.0;1.0;1.0;2.0;0.0;0;0;4;2;5.8625;0;1;-1.8;93.075;-47.1;0
35;4.0;0.0;6.0;2.0;0.0;0;1;1;3;5.8625;0;1;1.4;93.444;-36.1;0
26;8.0;2.0;6.0;2.0;0.0;0;7;4;2;5.8625;0;1;-3.4;92.649;-30.1;0
34;7.0;1.0;3.0;0.0;0.0;1;4;0;14;5.8625;0;1;1.4;94.465;-41.8;0
49;4.0;1.0;6.0;2.0;0.0;0;1;2;1;5.8625;0;1;1.4;93.444;-36.1;0
50;1.0;0.0;0.0;0.0;0.0;0;3;2;5;5.8625;0;1;1.4;93.918;-42.7;0
51;2.0;1.0;6.0;0.0;0.0;1;6;4;1;5.8625;0;1;1.1;93.994;-36.4;0
57;5.0;1.0;6.0;2.0;0.0;0;1;4;1;5.8625;1;0;-2.9;92.201;-31.4;0
33;0.0;0.0;6.0;2.0;0.0;0;7;1;2;5.8625;0;1;-0.1;93.2;-42.0;0
35;0.0;1.0;6.0;0.0;0.0;1;6;4;3;5.8625;0;1;1.1;93.994;-36.4;0
37;0.0;2.0;3.0;0.0;0.0;0;3;2;2;7.0;3;2;-1.7;94.215;-40.3;1
39;0.0;2.0;6.0;2.0;0.0;0;7;4;1;5.8625;0;1;-0.1;93.2;-42.0;0
39;7.0;1.0;3.0;0.0;0.0;1;6;3;2;5.8625;0;1;1.1;93.994;-36.4;0
20;8.0;2.0;3.0;0.0;0.0;0;7;4;2;5.8625;0;1;-3.4;92.649;-30.1;0
55;1.0;1.0;5.0;2.0;0.0;1;6;0;1;5.8625;0;1;1.1;93.994;-36.4;0
27;8.0;2.0;5.0;0.0;0.0;1;7;2;1;5.8625;0;1;-0.1;93.2;-42.0;0
33;0.0;1.0;3.0;0.0;0.0;0;3;0;2;5.8625;0;1;1.4;93.918;-42.7;0
24;1.0;1.0;2.0;2.0;0.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
39;4.0;1.0;6.0;0.0;0.0;0;1;1;1;5.8625;0;1;1.4;93.444;-36.1;0
55;1.0;1.0;2.0;2.0;2.0;0;1;2;3;5.8625;0;1;1.4;93.444;-36.1;0
35;0.0;1.0;2.0;0.0;0.0;1;6;2;2;5.8625;0;1;1.1;93.994;-36.4;0
55;5.0;0.0;0.0;0.0;0.0;0;6;4;4;5.8625;1;0;-1.8;92.893;-46.2;1
42;6.0;1.0;3.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
50;6.0;0.0;6.0;0.0;0.0;0;7;2;4;5.8625;0;1;-0.1;93.2;-42.0;0
39;4.0;1.0;6.0;2.0;0.0;0;6;0;1;5.8625;0;1;-1.8;92.893;-46.2;0
40;7.0;2.0;3.0;0.0;0.0;0;6;4;1;5.8625;0;1;-1.8;92.893;-46.2;0
51;7.0;2.0;3.0;0.0;0.0;1;4;1;3;5.8625;0;1;1.4;94.465;-41.8;0
59;5.0;1.0;6.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
54;9.0;1.0;3.0;0.0;0.0;0;0;1;3;5.8625;2;0;-1.8;93.075;-47.1;0
42;4.0;1.0;6.0;2.0;0.0;0;1;2;5;5.8625;0;1;1.4;93.444;-36.1;0
33;9.0;0.0;5.0;2.0;2.0;0;1;1;1;5.8625;0;1;1.4;93.444;-36.1;0
26;0.0;2.0;0.0;2.0;2.0;1;4;3;6;5.8625;0;1;1.4;94.465;-41.8;0
27;4.0;1.0;6.0;0.0;0.0;0;0;1;1;5.8625;0;1;-1.8;93.075;-47.1;0
30;9.0;2.0;3.0;2.0;0.0;0;1;2;1;5.8625;0;1;1.4;93.444;-36.1;0
42;6.0;1.0;3.0;2.0;0.0;0;7;2;3;5.8625;0;1;-0.1;93.2;-42.0;0
53;10.0;1.0;6.0;2.0;0.0;0;7;1;1;5.8625;0;1;-0.1;93.2;-42.0;0
36;4.0;1.0;6.0;2.0;0.0;0;9;4;1;6.0;4;0;-1.1;94.199;-37.5;1
29;4.0;2.0;6.0;2.0;0.0;0;1;3;2;5.8625;0;1;1.4;93.444;-36.1;0
45;7.0;1.0;5.0;2.0;0.0;0;1;0;3;5.8625;0;1;1.4;93.444;-36.1;0
35;7.0;2.0;2.0;0.0;0.0;0;3;0;5;5.8625;0;1;1.4;93.918;-42.7;0
33;1.0;1.0;3.0;2.0;0.0;0;5;3;1;5.8625;0;1;-1.8;92.843;-50.0;0
38;0.0;1.0;6.0;2.0;0.0;0;1;3;11;5.8625;0;1;1.4;93.444;-36.1;0
29;1.0;1.0;1.0;0.0;2.0;1;6;4;3;5.8625;0;1;1.1;93.994;-36.4;0
32;0.0;1.0;3.0;2.0;2.0;1;0;1;1;5.8625;2;0;-1.8;93.075;-47.1;0
34;9.0;1.0;5.0;2.0;0.0;0;6;2;3;5.8625;0;1;-1.8;92.893;-46.2;0
36;1.0;1.0;3.0;2.0;0.0;0;2;2;1;5.8625;0;1;-0.2;92.756;-45.9;0
51;4.0;1.0;6.0;0.0;0.0;1;4;4;17;5.8625;0;1;1.4;94.465;-41.8;0
34;1.0;1.0;0.0;0.0;2.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
50;9.0;1.0;6.0;2.0;2.0;0;9;4;2;5.8625;0;1;-3.4;92.379;-29.8;0
54;1.0;1.0;0.0;0.0;0.0;0;1;2;6;5.8625;0;1;1.4;93.444;-36.1;0
53;4.0;1.0;6.0;0.0;0.0;0;1;2;4;5.8625;0;1;1.4;93.444;-36.1;0
52;1.0;1.0;3.0;0.0;0.0;0;6;3;1;5.8625;0;1;-1.8;92.893;-46.2;0
71;5.0;1.0;3.0;0.0;0.0;0;9;1;1;5.8625;0;1;-1.1;94.199;-37.5;1
52;5.0;1.0;6.0;2.0;2.0;1;7;1;3;5.8625;0;1;-0.1;93.2;-42.0;0
53;9.0;1.0;5.0;0.0;0.0;1;6;3;1;5.8625;0;1;1.1;93.994;-36.4;0
36;0.0;2.0;6.0;2.0;0.0;0;7;2;2;5.8625;0;1;-0.1;93.2;-42.0;0
43;0.0;1.0;3.0;2.0;0.0;1;6;2;1;5.8625;0;1;1.1;93.994;-36.4;0
31;9.0;2.0;5.0;0.0;0.0;0;1;1;2;5.8625;0;1;1.4;93.444;-36.1;0
58;0.0;2.0;6.0;0.0;0.0;1;6;1;3;5.8625;0;1;1.1;93.994;-36.4;1
46;9.0;1.0;6.0;0.0;0.0;0;3;2;3;5.8625;0;1;1.4;93.918;-42.7;0
38;1.0;1.0;1.0;0.0;0.0;0;3;2;1;5.8625;0;1;1.4;93.918;-42.7;0
34;0.0;1.0;6.0;0.0;0.0;0;6;4;1;5.8625;0;1;-1.8;92.893;-46.2;0
37;7.0;1.0;3.0;2.0;0.0;1;6;1;3;5.8625;0;1;-1.8;92.893;-46.2;0
40;6.0;2.0;6.0;0.0;2.0;0;4;4;4;5.8625;0;1;-2.9;92.963;-40.8;0
42;1.0;0.0;3.0;0.0;0.0;1;4;3;1;5.8625;0;1;1.4;94.465;-41.8;0
40;9.0;2.0;3.0;0.0;0.0;0;1;0;1;5.8625;0;1;1.4;93.444;-36.1;0
27;10.0;1.0;3.0;2.0;0.0;1;4;0;13;5.8625;0;1;1.4;94.465;-41.8;0
57;0.0;1.0;6.0;2.0;0.0;1;6;1;1;5.8625;0;1;1.1;93.994;-36.4;0
