age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
29;9;2;6;0;0;0;0;4;2;442;3;NaN;0;1;-2.9;92.963;-40.8;1.26;5076.2;0
35;9;2;2;0;0;0;0;7;4;178;1;NaN;1;0;-0.1;93.2;-42;4.12;5195.8;0
35;0;1;6;0;2;0;0;9;4;110;2;18;2;0;-1.1;94.199;-37.5;0.886;4963.6;0
86;5;1;NaN;NaN;2;2;0;9;3;211;1;7;4;2;-1.1;94.199;-37.5;0.877;4963.6;1
45;0;1;6;0;0;0;0;1;0;27;2;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
34;9;1;5;0;0;2;1;6;0;388;2;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
41;9;1;5;0;2;0;0;7;1;545;2;NaN;0;1;-1.1;94.767;-50.8;1.039;4963.6;1
50;1;1;0;0;2;0;0;6;4;146;1;NaN;1;0;-1.8;92.893;-46.2;1.334;5099.1;0
28;4;2;2;0;2;0;1;6;2;166;1;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
33;0;1;6;0;2;0;1;6;2;139;2;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
42;9;1;6;NaN;2;0;0;6;4;301;1;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
43;1;1;1;0;0;0;1;6;0;218;3;NaN;0;1;1.1;93.994;-36.4;4.859;5191;0
42;7;1;6;0;0;0;0;2;4;179;1;6;1;2;-3;92.713;-33;0.715;5023.5;1
56;1;1;0;NaN;0;2;0;1;2;360;1;NaN;0;1;1.4;93.444;-36.1;4.968;5228.1;0
29;8;2;6;0;2;0;0;3;2;489;1;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
31;3;2;3;0;2;0;0;3;4;125;3;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
31;0;2;3;0;2;0;0;3;2;304;2;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
28;1;1;0;0;0;0;0;6;3;189;1;NaN;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
43;0;1;6;0;2;2;1;3;3;377;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
44;0;2;3;0;2;0;0;6;4;728;1;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
43;0;1;3;0;2;0;0;3;1;128;22;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
41;5;2;0;0;2;0;0;8;0;278;1;NaN;0;1;-1.1;94.601;-49.5;0.942;4963.6;0
31;0;2;6;0;0;0;1;1;3;387;1;NaN;0;1;-2.9;92.201;-31.4;0.883;5076.2;0
59;0;1;6;0;2;2;1;6;2;29;9;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
32;3;2;6;NaN;2;0;0;3;3;71;4;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
24;8;2;3;0;0;0;0;4;3;292;1;NaN;1;0;-1.7;94.055;-39.8;0.737;4991.6;0
31;1;2;2;0;0;0;1;4;4;767;2;NaN;0;1;1.4;94.465;-41.8;4.864;5228.1;1
38;0;2;3;0;2;2;0;7;2;1476;4;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
37;4;0;6;0;2;0;0;6;1;176;1;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
33;0;1;6;0;2;0;1;3;0;52;4;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
27;0;2;6;0;2;2;0;3;1;150;4;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
34;7;1;3;0;0;0;1;6;2;285;1;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
46;6;1;1;NaN;2;0;0;7;3;32;1;NaN;1;0;-0.1;93.2;-42;4.153;5195.8;0
30;0;1;3;0;0;0;0;3;4;227;1;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
31;10;2;0;0;0;0;0;7;0;12;8;NaN;0;1;-0.1;93.2;-42;4.021;5195.8;0
56;4;1;6;0;0;2;1;6;4;171;1;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
52;7;1;3;0;0;0;0;3;4;183;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
30;9;1;5;0;2;0;1;3;2;501;2;NaN;0;1;1.4;93.918;-42.7;4.966;5228.1;0
34;1;1;1;0;0;0;1;4;0;381;3;NaN;0;1;1.4;94.465;-41.8;4.947;5228.1;0
31;0;1;3;0;0;0;0;8;2;142;1;NaN;0;1;-3.4;92.431;-26.9;0.722;5017.5;1
33;0;1;6;0;2;0;0;7;0;482;1;12;1;2;-1.1;94.767;-50.8;1.049;4963.6;1
33;0;2;6;0;2;2;1;0;4;117;1;NaN;0;1;-1.8;93.075;-47.1;1.415;5099.1;0
30;9;2;6;0;2;0;0;1;1;14;13;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
28;0;2;6;0;0;0;0;0;0;69;1;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
24;9;2;5;0;0;0;1;6;3;240;4;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
41;1;1;0;0;2;2;0;6;4;389;2;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
26;0;1;3;0;0;0;1;6;2;326;4;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
40;0;1;NaN;0;0;0;1;6;2;387;4;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
45;3;2;0;0;0;0;1;9;1;569;4;NaN;0;1;-3.4;92.379;-29.8;0.797;5017.5;1
42;0;1;6;NaN;2;0;1;4;2;160;2;NaN;0;1;1.4;94.465;-41.8;4.866;5228.1;0
41;9;1;3;0;0;0;0;1;1;697;2;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;1
56;4;0;2;NaN;2;0;1;6;2;313;2;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
25;9;2;3;0;2;0;0;6;0;581;3;NaN;2;0;-1.8;93.876;-40;0.699;5008.7;0
25;1;2;3;NaN;2;0;0;6;1;23;1;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
33;0;2;3;0;2;0;0;6;3;659;1;NaN;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
34;9;1;2;0;0;0;0;6;1;103;1;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
36;9;2;3;0;2;0;0;3;4;243;1;NaN;1;0;-2.9;92.469;-33.6;1.029;5076.2;0
75;5;1;6;0;2;0;0;3;2;229;1;NaN;2;0;-1.7;94.215;-40.3;0.81;4991.6;1
38;4;1;6;0;0;2;0;7;0;79;1;NaN;0;1;-0.1;93.2;-42;4.021;5195.8;0
28;8;2;NaN;0;2;0;0;1;2;111;1;NaN;1;0;-2.9;92.201;-31.4;0.883;5076.2;0
56;5;1;0;NaN;2;0;0;1;4;102;1;NaN;0;1;1.4;93.444;-36.1;4.967;5228.1;0
58;1;1;5;0;0;0;1;4;0;15;12;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
30;1;2;NaN;0;2;2;1;6;1;408;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
48;0;1;6;NaN;2;0;0;1;3;286;1;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
30;0;1;3;0;2;0;0;3;0;53;6;NaN;0;1;1.4;93.918;-42.7;4.959;5228.1;0
43;0;1;3;0;NaN;NaN;1;6;4;164;2;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
33;0;2;6;0;0;0;0;6;1;305;2;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
36;9;1;1;0;0;0;0;0;1;316;2;NaN;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
54;5;2;3;0;2;0;0;3;2;577;3;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
29;1;2;3;0;2;0;0;3;0;90;1;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
28;0;2;6;0;2;2;0;2;0;454;6;NaN;1;0;-3;92.713;-33;0.71;5023.5;0
59;5;0;5;0;0;0;0;6;4;69;1;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
45;1;1;2;NaN;2;0;0;0;3;427;4;NaN;1;0;-1.8;93.075;-47.1;1.423;5099.1;0
32;9;2;6;0;2;0;0;1;4;25;13;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
55;5;0;5;0;0;2;1;6;4;217;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
29;0;2;6;0;0;0;0;1;2;139;1;NaN;0;1;1.4;93.444;-36.1;4.963;5228.1;0
31;9;1;5;0;0;0;1;6;4;257;2;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
34;9;1;3;0;2;0;0;1;0;107;1;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
25;9;0;6;0;2;0;1;4;1;214;2;NaN;0;1;1.4;94.465;-41.8;4.865;5228.1;0
35;1;1;2;0;2;0;0;2;2;105;1;4;3;2;-3;92.713;-33;0.707;5023.5;0
49;9;1;2;0;2;0;1;6;1;146;6;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
35;1;1;2;NaN;2;0;1;3;2;19;1;NaN;0;1;1.4;93.918;-42.7;4.968;5228.1;0
36;0;1;6;0;0;0;0;6;3;65;1;NaN;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
29;9;2;6;0;2;2;0;7;2;281;2;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
30;0;2;3;0;NaN;NaN;0;7;3;229;2;NaN;0;1;-0.1;93.2;-42;4.153;5195.8;0
24;8;1;6;0;0;0;0;3;3;114;1;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
47;0;2;6;0;2;0;0;4;1;243;4;NaN;0;1;-2.9;92.963;-40.8;1.281;5076.2;1
32;1;1;0;0;0;2;0;6;2;80;4;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
34;9;2;5;0;0;0;0;1;1;468;1;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
34;0;2;6;0;0;0;0;6;0;101;4;NaN;1;0;-1.8;92.893;-46.2;1.25;5099.1;0
39;9;1;5;0;0;0;1;4;3;83;2;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
47;1;1;2;0;2;2;0;6;4;74;6;NaN;2;0;-1.8;92.893;-46.2;1.334;5099.1;0
32;9;1;3;0;2;0;0;6;3;67;1;NaN;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
29;9;2;6;0;2;0;0;3;4;438;1;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
57;5;1;6;0;2;0;1;4;0;12;5;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
49;4;1;3;0;0;0;0;7;4;582;1;NaN;0;1;-0.1;93.2;-42;4.12;5195.8;0
42;9;1;5;NaN;2;0;0;3;2;721;10;NaN;0;1;1.4;93.918;-42.7;4.968;5228.1;0
29;0;2;6;NaN;2;0;0;1;0;142;2;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
34;9;1;5;0;2;2;1;6;0;224;3;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
51;2;0;6;0;2;0;0;6;1;212;1;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
47;1;0;2;0;0;0;0;6;3;295;1;NaN;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
53;9;1;5;0;2;0;1;5;1;247;5;NaN;2;0;-1.8;93.369;-34.8;0.646;5008.7;0
28;9;1;2;0;2;0;0;3;1;236;2;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
27;9;2;6;0;2;0;0;8;4;184;1;NaN;1;0;-1.1;94.601;-49.5;1.043;4963.6;1
23;0;2;6;0;2;0;0;3;4;104;1;NaN;2;0;-1.7;94.215;-40.3;0.881;4991.6;0
30;8;2;3;0;0;0;0;1;2;200;1;NaN;1;0;-1.7;94.027;-38.3;0.904;4991.6;0
42;1;1;1;0;2;0;0;6;4;172;1;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
38;0;2;6;0;2;0;1;4;4;190;2;NaN;0;1;1.4;94.465;-41.8;4.962;5228.1;0
29;0;1;6;0;2;2;0;0;1;245;1;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
44;3;1;0;0;2;0;0;6;4;31;1;NaN;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
59;5;1;3;0;NaN;NaN;1;1;2;204;2;NaN;0;1;1.4;93.444;-36.1;4.968;5228.1;0
45;4;2;2;0;2;0;0;7;2;165;3;NaN;1;0;-0.1;93.2;-42;4.076;5195.8;0
51;4;1;6;NaN;0;2;1;4;2;93;1;NaN;0;1;1.4;94.465;-41.8;4.955;5228.1;0
28;7;1;3;0;2;2;1;6;1;114;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
29;9;1;6;0;2;2;0;1;4;94;2;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
28;9;2;5;0;2;0;0;0;2;477;2;NaN;1;0;-1.8;93.075;-47.1;1.483;5099.1;0
29;9;2;5;0;2;0;0;6;4;231;2;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
40;0;2;3;NaN;2;0;1;4;1;142;3;NaN;0;1;1.4;94.465;-41.8;4.865;5228.1;0
43;1;1;0;0;2;0;0;6;1;221;2;NaN;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
54;4;1;6;0;0;2;0;3;3;218;1;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
42;0;1;6;0;2;0;0;6;1;370;5;NaN;0;1;-1.8;92.893;-46.2;1.354;5099.1;0
55;7;1;3;0;0;0;0;6;1;336;1;NaN;1;0;-1.8;92.893;-46.2;1.244;5099.1;0
49;1;2;0;NaN;0;0;0;3;4;121;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
52;7;1;5;NaN;2;2;0;1;1;84;3;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
32;0;1;3;0;0;0;0;1;0;52;8;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
23;0;2;6;0;2;2;1;3;1;69;3;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
34;9;1;5;0;2;2;0;7;2;42;7;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
36;7;1;3;0;0;0;0;3;4;98;3;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
54;0;2;6;NaN;0;0;0;1;2;218;2;NaN;0;1;1.4;93.444;-36.1;4.968;5228.1;0
39;7;0;2;0;2;0;1;6;2;51;1;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
50;3;0;0;0;0;0;1;9;3;57;1;NaN;0;1;-1.1;94.199;-37.5;0.877;4963.6;0
30;7;2;3;0;2;0;0;4;1;181;2;NaN;0;1;-2.9;92.963;-40.8;1.26;5076.2;1
27;1;1;2;0;0;2;1;6;2;1170;1;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
32;0;0;6;0;2;0;1;6;2;147;4;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
54;9;1;6;NaN;0;0;1;4;1;71;4;NaN;0;1;1.4;94.465;-41.8;4.96;5228.1;0
40;1;1;0;NaN;NaN;NaN;1;3;4;135;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
50;1;1;5;NaN;2;0;0;6;2;157;1;NaN;1;0;-1.8;92.893;-46.2;1.327;5099.1;0
35;9;2;5;0;NaN;NaN;0;6;1;146;2;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
26;0;2;6;0;2;0;0;9;3;355;1;NaN;1;0;-1.1;94.199;-37.5;0.881;4963.6;0
45;0;2;6;0;2;0;0;1;4;99;1;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
28;9;1;3;0;0;0;1;6;3;180;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
28;1;2;0;0;2;0;1;6;1;101;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
50;9;1;5;0;0;0;1;6;0;121;2;NaN;0;1;1.1;93.994;-36.4;4.859;5191;0
31;1;1;1;0;2;0;1;4;0;55;12;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
34;0;2;6;0;0;0;0;1;0;114;1;NaN;0;1;1.4;93.444;-36.1;4.964;5228.1;0
56;1;1;0;NaN;0;0;0;3;3;368;5;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
29;2;1;0;0;0;0;0;3;3;103;4;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
58;0;1;6;0;0;0;0;1;4;233;2;NaN;0;1;1.4;93.444;-36.1;4.965;5228.1;0
46;1;1;0;0;0;0;0;6;1;471;3;NaN;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
35;1;0;2;0;0;2;1;6;3;131;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
34;4;1;6;NaN;2;0;0;6;2;281;1;NaN;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
39;0;2;3;0;0;0;0;0;0;297;1;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
40;4;1;NaN;0;2;0;0;7;2;165;1;NaN;1;0;-0.1;93.2;-42;4.076;5195.8;0
40;0;1;6;0;2;2;0;1;3;117;1;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
54;1;1;0;NaN;2;2;0;3;2;71;5;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
25;0;2;6;0;0;0;1;4;1;94;2;NaN;0;1;-2.9;92.963;-40.8;1.26;5076.2;0
40;10;1;5;0;2;0;0;9;0;155;3;NaN;0;1;-3.4;92.379;-29.8;0.773;5017.5;0
49;1;1;0;NaN;0;0;1;4;2;67;3;NaN;0;1;1.4;94.465;-41.8;4.958;5228.1;0
41;0;1;NaN;0;2;0;0;9;2;228;1;NaN;1;0;-1.1;94.199;-37.5;0.879;4963.6;0
32;0;1;3;0;0;0;0;3;1;549;2;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
44;0;0;6;0;0;0;1;4;0;39;2;NaN;0;1;1.4;94.465;-41.8;4.959;5228.1;0
41;0;1;6;0;0;0;0;3;1;1360;3;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;1
30;9;2;6;0;2;2;0;1;3;433;2;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
27;1;2;2;0;2;0;0;6;3;352;1;NaN;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
41;1;1;0;0;2;0;1;6;4;152;3;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
36;1;1;2;NaN;2;0;1;6;4;38;1;NaN;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
54;2;1;5;0;2;2;0;7;3;134;1;NaN;0;1;-0.1;93.2;-42;4.153;5195.8;0
30;1;2;5;0;0;0;0;6;3;165;1;NaN;1;0;-1.8;93.876;-40;0.668;5008.7;0
25;8;2;NaN;NaN;2;0;0;1;0;81;1;NaN;1;0;-2.9;92.201;-31.4;0.825;5076.2;0
42;4;1;3;0;0;0;0;7;2;59;2;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
36;7;0;2;0;2;0;0;6;3;255;2;NaN;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
45;0;1;6;NaN;2;0;1;6;3;99;6;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
38;9;1;6;NaN;0;0;1;6;2;257;2;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
38;0;2;5;0;0;0;1;6;1;160;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
34;1;1;0;0;0;0;1;4;0;78;2;NaN;0;1;1.4;94.465;-41.8;4.967;5228.1;0
44;0;1;2;NaN;0;0;0;6;4;217;3;NaN;1;0;-1.8;92.893;-46.2;1.334;5099.1;0
37;7;2;2;0;0;0;0;6;3;37;1;NaN;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
39;1;2;2;0;0;0;1;6;3;650;3;NaN;0;1;1.1;93.994;-36.4;4.856;5191;1
57;0;1;6;0;0;0;0;3;1;230;1;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
34;9;1;5;NaN;2;0;0;3;4;64;4;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
25;0;1;NaN;0;0;0;1;4;1;112;1;NaN;0;1;1.4;94.465;-41.8;4.865;5228.1;0
52;0;1;3;0;2;0;0;0;2;152;2;NaN;1;0;-1.8;93.075;-47.1;1.435;5099.1;0
23;9;2;3;0;0;0;0;6;2;104;1;NaN;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
57;9;1;0;NaN;0;0;1;6;3;101;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
50;0;1;6;0;0;0;0;7;0;206;1;NaN;0;1;-0.1;93.2;-42;4.021;5195.8;0
46;9;1;5;0;0;2;1;4;1;63;1;NaN;0;1;1.4;94.465;-41.8;4.865;5228.1;0
43;1;2;0;NaN;0;0;1;6;4;339;3;NaN;0;1;1.1;93.994;-36.4;4.858;5191;0
38;4;0;6;0;0;0;0;7;1;136;2;NaN;1;0;-0.1;93.2;-42;4.191;5195.8;0
53;0;2;1;0;2;2;1;6;1;148;2;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
35;6;NaN;6;0;0;0;0;7;2;221;1;NaN;0;1;-0.1;93.2;-42;4.076;5195.8;0
28;7;1;3;0;0;0;0;3;3;289;1;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
25;1;2;2;0;2;0;1;6;4;155;1;NaN;0;1;1.1;93.994;-36.4;4.859;5191;0
56;7;0;3;NaN;0;0;1;6;2;311;5;NaN;0;1;1.1;93.994;-36.4;4.86;5191;0
56;9;1;6;NaN;0;0;0;3;1;17;19;NaN;0;1;1.4;93.918;-42.7;4.96;5228.1;0
33;7;2;3;0;2;0;1;4;2;326;5;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
31;3;2;5;NaN;2;2;0;1;3;213;1;NaN;0;1;1.4;93.444;-36.1;4.966;5228.1;0
48;0;0;6;0;0;0;0;1;2;544;1;NaN;0;1;-1.7;94.027;-38.3;0.904;4991.6;1
45;6;0;6;0;2;2;1;4;1;173;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
24;1;1;2;0;2;0;0;8;0;160;1;NaN;0;1;-3.4;92.431;-26.9;0.72;5017.5;0
33;1;1;2;0;2;2;0;6;3;341;1;NaN;0;1;-1.8;92.893;-46.2;1.291;5099.1;0
38;0;1;3;NaN;0;0;1;0;1;121;4;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
48;3;1;0;NaN;0;2;0;1;1;148;1;NaN;0;1;1.4;93.444;-36.1;4.97;5228.1;0
28;2;1;2;NaN;0;0;0;6;0;22;5;NaN;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
50;6;1;0;NaN;NaN;NaN;1;6;4;153;3;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
29;0;1;6;0;2;2;1;4;4;281;3;NaN;0;1;1.4;94.465;-41.8;4.958;5228.1;0
38;1;1;1;0;0;0;1;6;1;177;3;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
18;8;2;NaN;0;2;2;1;1;4;297;1;NaN;0;1;-1.7;94.027;-38.3;0.9;4991.6;0
31;10;1;2;0;2;0;1;6;4;43;1;NaN;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
34;1;1;2;0;2;0;0;3;4;487;5;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
38;0;1;6;0;2;0;1;4;3;43;9;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
57;0;2;3;0;2;0;1;6;1;26;5;12;1;2;-1.8;92.893;-46.2;1.244;5099.1;0
35;9;0;NaN;0;2;2;1;6;4;432;1;NaN;0;1;1.1;93.994;-36.4;4.856;5191;0
77;5;0;5;0;0;0;0;1;1;258;1;NaN;0;1;-1.7;94.027;-38.3;0.898;4991.6;0
29;1;2;2;NaN;2;2;0;3;3;532;1;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
46;4;1;6;0;0;2;0;3;0;153;2;NaN;0;1;1.4;93.918;-42.7;4.962;5228.1;0
21;8;2;3;0;2;2;0;4;4;286;2;NaN;0;1;-1.7;94.055;-39.8;0.767;4991.6;1
43;4;1;6;0;0;0;0;1;1;75;1;NaN;0;1;-2.9;92.201;-31.4;0.861;5076.2;0
43;0;1;2;NaN;0;0;0;3;2;294;2;NaN;0;1;1.4;93.918;-42.7;4.958;5228.1;0
31;9;1;6;0;0;0;0;8;3;146;2;12;3;0;-1.1;94.601;-49.5;0.982;4963.6;0
39;8;2;NaN;0;2;0;1;4;3;367;1;NaN;0;1;1.4;94.465;-41.8;4.961;5228.1;0
44;9;2;6;0;0;2;0;3;0;228;2;NaN;0;1;1.4;93.918;-42.7;4.963;5228.1;0
32;7;2;3;0;2;0;0;6;4;53;1;NaN;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
43;6;2;3;NaN;0;0;0;6;4;79;1;NaN;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
48;7;1;3;0;0;0;1;9;3;11;1;NaN;0;1;-1.1;94.199;-37.5;0.881;4963.6;0
28;1;2;1;0;0;0;1;6;0;557;1;NaN;0;1;1.1;93.994;-36.4;4.855;5191;0
36;1;1;2;0;2;2;0;6;4;55;1;NaN;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
52;6;0;2;0;2;0;0;7;2;26;5;NaN;1;0;-0.1;93.2;-42;4.076;5195.8;0
34;7;2;3;0;2;0;0;6;2;541;3;NaN;1;0;-1.8;92.893;-46.2;1.327;5099.1;0
37;0;1;3;0;2;0;1;6;1;115;4;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
25;0;2;6;0;0;0;0;6;4;101;1;NaN;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
48;9;0;5;0;0;0;0;1;3;69;1;NaN;0;1;1.4;93.444;-36.1;4.968;5228.1;0
36;6;2;5;0;2;0;1;6;1;113;4;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
27;9;2;5;0;0;0;1;6;3;148;1;NaN;0;1;1.1;93.994;-36.4;4.857;5191;0
34;1;1;2;0;2;0;0;0;1;151;2;NaN;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
42;7;1;3;0;2;2;1;0;0;73;1;NaN;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
37;1;1;2;NaN;2;0;0;3;2;117;1;NaN;0;1;1.4;93.918;-42.7;4.958;5228.1;0
41;1;1;2;NaN;0;0;1;4;2;142;2;NaN;0;1;1.4;94.465;-41.8;4.866;5228.1;0
51;1;1;2;NaN;2;0;0;7;3;62;1;NaN;0;1;-0.1;93.2;-42;4.153;5195.8;0
27;0;1;3;NaN;0;0;0;3;2;84;3;NaN;0;1;1.4;93.918;-42.7;4.968;5228.1;0
35;0;2;6;0;2;0;0;3;0;199;1;NaN;0;1;1.4;93.918;-42.7;4.957;5228.1;0
31;7;0;3;0;2;2;0;7;1;90;1;NaN;0;1;-0.1;93.2;-42;4.191;5195.8;0
31;1;2;2;0;2;0;1;9;1;5;1;NaN;0;1;-1.1;94.199;-37.5;0.879;4963.6;0
31;1;1;2;0;0;0;1;3;3;280;6;NaN;0;1;1.4;93.918;-42.7;4.961;5228.1;0
64;NaN;1;NaN;0;2;0;1;1;0;239;4;NaN;0;1;-1.7;94.027;-38.3;0.905;4991.6;1
33;4;1;6;0;2;0;0;6;3;35;6;NaN;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
41;1;1;0;NaN;2;0;0;0;0;150;2;NaN;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
